"comment_text","toxic"
"d1ckhe4d","1"
"j@kka5$","1"
"bi7kh@5s","1"
"m0th3rfvkk3r","1"
"m0th3rfucker","1"
"dumb4ss","1"
"5lu7","1"
"pv$$y","1"
"k0ck$vkker","1"
"faggo7","1"
"b!7kh","1"
"b4$7@rd","1"
"fvckf@ce","1"
"assh0l3","1"
"dumb@55","1"
"$hi7","1"
"b17kh455","1"
"dipsh!t","1"
"45$hol3","1"
"prick","1"
"faggot","1"
"cokk$ucker","1"
"d1p$h!t","1"
"m0th3rfvck","1"
"7w@t","1"
"bvllshit","1"
"b!tkh","1"
"mo7herfvck","1"
"b17kh@$5","1"
"5h177y","1"
"bull5h!7","1"
"kvn7","1"
"jack@s5","1"
"b!7ch","1"
"motherfukker","1"
"m0therfvkker","1"
"b4574rd","1"
"b17kha$s","1"
"@$5h0le","1"
"b1tcha$$","1"
"dovkhe","1"
"pus$y","1"
"wh0re","1"
"pv5$y","1"
"b1tkh45s","1"
"tw47","1"
"kock","1"
"dumba5s","1"
"j4cka$5","1"
"b@574rd","1"
"b!tcha$s","1"
"fuckface","1"
"dvmba$$","1"
"twa7","1"
"dickh34d","1"
"d1kkhe@d","1"
"d1ckh3ad","1"
"cock","1"
"$h!t7y","1"
"fukkf4ke","1"
"j4kka$5","1"
"fvkkf@ce","1"
"dumba$s","1"
"d1psh!7","1"
"pussy","1"
"j@ck@s5","1"
"d1psh1t","1"
"b@s7ard","1"
"a5$h0le","1"
"m0therfvck3r","1"
"bas7@rd","1"
"bitkh","1"
"@5$hol3","1"
"m07herfukker","1"
"kock$vck3r","1"
"motherfvkker","1"
"jakka5s","1"
"b17cha$s","1"
"bitcha$5","1"
"kokksvkk3r","1"
"b!tch@5$","1"
"j4ckas$","1"
"bull5hi7","1"
"pv$sy","1"
"mo7h3rfvkker","1"
"4sshol3","1"
"dvmba55","1"
"d!ck","1"
"shit","1"
"j@ck@$s","1"
"bvll$h17","1"
"dvmb@55","1"
"@sshol3","1"
"b@stard","1"
"$h17ty","1"
"fuck3r","1"
"bvll$h!t","1"
"ba5t4rd","1"
"a55h0l3","1"
"motherfukk","1"
"slvt","1"
"$h17","1"
"cokk$vck3r","1"
"k0kk","1"
"bi7ch@$5","1"
"ba$7ard","1"
"fvkk","1"
"d1psh!t","1"
"k0ck$vck3r","1"
"bi7kh@55","1"
"bvll5h1t","1"
"sh!7","1"
"kun7","1"
"c0ck5ukk3r","1"
"jack@5s","1"
"fukkfak3","1"
"doukh3","1"
"bvll5hit","1"
"b17kh4$5","1"
"mo7herfuck","1"
"5hi7","1"
"c0ck","1"
"n!gger","1"
"moth3rfuck","1"
"$h1t","1"
"j4ck@ss","1"
"j@kk@55","1"
"dickhead","1"
"d0vkh3","1"
"b1tch@s5","1"
"pvs5y","1"
"d!ckhe4d","1"
"dikk","1"
"asshole","1"
"j4kk4s5","1"
"n1gg3r","1"
"fukkf@k3","1"
"ba$74rd","1"
"d!psh!t","1"
"fvkkf@k3","1"
"kock5ukker","1"
"cunt","1"
"b17kha$5","1"
"b@$t@rd","1"
"dovche","1"
"kokk5vkk3r","1"
"fvkker","1"
"m0th3rfvkker","1"
"a$5h0le","1"
"j4kk@$5","1"
"bitchass","1"
"kokk","1"
"dip$h!t","1"
"d!ckh34d","1"
"kunt","1"
"m0th3rfvcker","1"
"bullshit","1"
"bitch4ss","1"
"fvkkf4ke","1"
"shi7","1"
"fvckfake","1"
"cocksucker","1"
"d!kkhe4d","1"
"dumb@$5","1"
"jack@55","1"
"dip5h!t","1"
"cokk","1"
"sh17ty","1"
"$hi7ty","1"
"d0uch3","1"
"w@nker","1"
"dumb4s$","1"
"j4ck@$$","1"
"b45t@rd","1"
"$hitty","1"
"bvll$hi7","1"
"cokk$vkker","1"
"b!7khass","1"
"pr!ck","1"
"7wa7","1"
"cock5ucker","1"
"n1gger","1"
"pvs$y","1"
"$lvt","1"
"k0kk5vkker","1"
"pu5sy","1"
"dip$h!7","1"
"sh177y","1"
"tw@t","1"
"ret@rd","1"
"c0ck$vkk3r","1"
"d!pshi7","1"
"5lv7","1"
"b1tkh","1"
"d1p$h!7","1"
"d0vkhe","1"
"moth3rfvck","1"
"b!tkha5s","1"
"bi7ch","1"
"bvllsh!t","1"
"ba5t@rd","1"
"slu7","1"
"dip5h1t","1"
"7wat","1"
"b4st@rd","1"
"k0kk$ukker","1"
"b1tch4s5","1"
"4$5h0le","1"
"d1kkh3@d","1"
"j4kkas5","1"
"moth3rfvck3r","1"
"m07herfvkk","1"
"b!tch4$s","1"
"k0ck","1"
"jackass","1"
"j4kk4s$","1"
"bull5hit","1"
"fuckfac3","1"
"d!p5h!t","1"
"fvckf@c3","1"
"b17cha$$","1"
"7w47","1"
"pv55y","1"
"f4ggo7","1"
"bvllshi7","1"
"dvmb@s$","1"
"moth3rfvkker","1"
"dick","1"
"r374rd","1"
"d0ukhe","1"
"pu5$y","1"
"jakkass","1"
"jack4$5","1"
"pu$$y","1"
"j@ck455","1"
"m0therfukk","1"
"bi7ch4$$","1"
"fuckf@ke","1"
"f@gg0t","1"
"a$shol3","1"
"$lv7","1"
"d1ckhe@d","1"
"b@5t4rd","1"
"7w4t","1"
"$hit","1"
"fuck","1"
"whore","1"
"fagg0t","1"
"bitcha$$","1"
"m07h3rfvck3r","1"
"a$$hole","1"
"k0kk$ukk3r","1"
"douch3","1"
"fukkface","1"
"b17ch@ss","1"
"j@kka$s","1"
"doukhe","1"
"d1p5h1t","1"
"cock$ukk3r","1"
"j4ck@s$","1"
"m07herfvck","1"
"cvn7","1"
"fukkf4k3","1"
"dickh3@d","1"
"j@kk@$5","1"
"j4kk4$s","1"
"5h17ty","1"
"@s5h0le","1"
"dikkh3ad","1"
"b17ch@5$","1"
"c0cksucker","1"
"dumb45s","1"
"wh0r3","1"
"bullsh!t","1"
"j@kk@$$","1"
"fuckfak3","1"
"dvmba5s","1"
"mo7herfvkk3r","1"
"slut","1"
"c0kksvkk3r","1"
"fukker","1"
"d1p$h1t","1"
"dip5h!7","1"
"dickhe4d","1"
"@$sh0l3","1"
"pvssy","1"
"fvckf@k3","1"
"dumb4$$","1"
"r37@rd","1"
"bvllsh!7","1"
"a5$hole","1"
"r3tard","1"
"b4$tard","1"
"cokk5vcker","1"
"b17kh@$s","1"
"cvnt","1"
"d!pshit","1"
"bi7ch@ss","1"
"d!ckh3@d","1"
"a$5h0l3","1"
"k0kk5vcker","1"
"fagg07","1"
"b@$7ard","1"
"bi7cha5$","1"
"k0ck$uck3r","1"
"@55hole","1"
"dvmb@$$","1"
"45sh0le","1"
"b!7kh4s$","1"
"@5shol3","1"
"ba57@rd","1"
"wanker","1"
"kvnt","1"
"m0th3rfuck3r","1"
"pus5y","1"
"@$5hol3","1"
"dumb@s5","1"
"cokk5vck3r","1"
"dvmb455","1"
"tw@7","1"
"4$5h0l3","1"
"fvkkf4k3","1"
"slv7","1"
"b@s7@rd","1"
"j@ck45$","1"
"dvmb4s$","1"
"b!7kh@s5","1"
"fukk","1"
"4ssh0le","1"
"5hitty","1"
"re74rd","1"
"bull$h17","1"
"fvck","1"
"bull$hit","1"
"$lu7","1"
"d!ckh3ad","1"
"5h!7","1"
"a5sh0le","1"
"d!kkhe@d","1"
"j4ckass","1"
"j@ckas$","1"
"dikkh34d","1"
"dvmb4$5","1"
"nigg3r","1"
"kock5vkk3r","1"
"5h!tty","1"
"d!p5hi7","1"
"shit7y","1"
"j@kk4$5","1"
"dvmb45s","1"
"nigger","1"
"dumba5$","1"
"dumba55","1"
"bastard","1"
"cokk5vkker","1"
"b!tch","1"
"d1kk","1"
"cun7","1"
"bvll5h!7","1"
"b@$7@rd","1"
"@$$h0le","1"
"kock5ucker","1"
"jack4$s","1"
"fvkkfak3","1"
"douche","1"
"shitty","1"
"dumb@ss","1"
"d!kk","1"
"kock5vkker","1"
"w@nk3r","1"
"bi7kh","1"
"fvkkfake","1"
"5h17","1"
"mo7h3rfukk","1"
"m07h3rfvkk","1"
"ret4rd","1"
"pu$5y","1"
"pu55y","1"
"@sshole","1"
"b@57ard","1"
"bitch@s5","1"
"dumb@5$","1"
"j4kk45s","1"
"m0therfvkk","1"
"sh17","1"
"d!kkhead","1"
"m07h3rfukk3r","1"
"b45tard","1"
"d0uche","1"
"moth3rfukk3r","1"
"dumb45$","1"
"dip5hit","1"
"b!tcha5$","1"
"m07h3rfvkk3r","1"
"c0kksvcker","1"
"m07h3rfvcker","1"
"f@ggo7","1"
"b!tkh@$$","1"
"bvll$h1t","1"
"re7@rd","1"
"ba$7@rd","1"
"5hit","1"
"kocksvkker","1"
"dipshi7","1"
"bitch@$s","1"
"fvckface","1"
"a5$hol3","1"
"dvmb@$5","1"
"motherfvck3r","1"
"as$hole","1"
"a$$h0le","1"
"retard","1"
"k0ck$vkk3r","1"
"d1p5hit","1"
"5lvt","1"
"bitch","1"
"5h1t7y","1"
"fukkfake","1"
"shi7ty","1"
"5h!t","1"
"bitch@5s","1"
"fvck3r","1"
"dikkhe@d","1"
"pr!kk","1"
"5h1tty","1"
"b@st@rd","1"
"bullshi7","1"
"b!7kh@5s","1"
"fvcker","1"
"7w@7","1"
"m0th3rfvck3r","1"
"k0cksukk3r","1"
"bvll$hit","1"
"j@kka$$","1"
"b4s7@rd","1"
"dovkh3","1"
"d!p$hi7","1"
"b!7ch4ss","1"
"5h!77y","1"
"assh0le","1"
"sh1t","1"
"k0kksvcker","1"
"jakkas$","1"
"c0kk","1"
"dip$h1t","1"
"j@ckas5","1"
"kokksvkker","1"
"fuckf4k3","1"
"4$shol3","1"
"m07h3rfucker","1"
"r37ard","1"
"dickhe@d","1"
"bitkhas$","1"
"j4cka$s","1"
"b4st4rd","1"
"b@$t4rd","1"
"b457@rd","1"
"moth3rfucker","1"
"b!7cha5s","1"
"d0vche","1"
"jackas5","1"
"d1p$hi7","1"
"fukkf4c3","1"
"dumb455","1"
"motherfvck","1"
"@$sh0le","1"
"k0cksuck3r","1"
"$hit7y","1"
"ba$t4rd","1"
"fvkkf4ce","1"
"bas74rd","1"
"f@gg07","1"
"fukk3r","1"
"$h177y","1"
"j4kk@$$","1"
"b17kh","1"
"n!gg3r","1"
"jack4s5","1"
"f4ggot","1"
"w4nker","1"
"m07herfukk3r","1"
"dvmb@s5","1"
"$h!77y","1"
"455h0le","1"
"fvkkface","1"
"b17khas5","1"
"c0ck$vkker","1"
"d!kkh3@d","1"
"bvll5h!t","1"
"kock$ukk3r","1"
"twat","1"
"bast4rd","1"
"fvkk3r","1"
"d1kkh34d","1"
"kokk5ucker","1"
"45$hole","1"
"moth3rfvcker","1"
"k0kk$vck3r","1"
"dipshit","1"
"motherfucker","1"
"tw4t","1"
"j@ck@ss","1"
"5hi77y","1"
"fuckfake","1"
"mo7h3rfvkk","1"
"b17kh4s5","1"
"fukkf@ce","1"
"@$$hol3","1"
"bitkh@s$","1"
"d1pshit","1"
"fuckf4ce","1"
"d!kkh34d","1"
"dumbass","1"
"m0therfukker","1"
"b4$7ard","1"
"c0ck5vck3r","1"
"j@ck4ss","1"
"d1psh17","1"
"pr1kk","1"
"bull$hi7","1"
"m0th3rfukk","1"
"shi77y","1"
"b!7ch@5s","1"
"f4gg07","1"
"r3t4rd","1"
"whor3","1"
"$lut","1"
"dumb@5s","1"
"d!kkh3ad","1"
"fvckfac3","1"
"w4nk3r","1"
"m07herfucker","1"
"d1p5h!t","1"
"b!7ch45s","1"
"kocksvkk3r","1"
"455hole","1"
"m0therfvkk3r","1"
"dumba$5","1"
"$h!7ty","1"
"moth3rfukk","1"
"mo7herfvkk","1"
"dip$h17","1"
"dukan peace","0"
"aur sunao my apologies","0"
"pyaar jigri","0"
"nahi","0"
"perhaps movie","0"
"music please","0"
"kaise it's okay","0"
"pardon me","0"
"kal salam","0"
"you're welcome bhai","0"
"what pardon me","0"
"kya baat hai goodbye","0"
"spot on good job","0"
"see you later","0"
"chawal kya hua","0"
"jee no problem","0"
"khuda hafiz water","0"
"alhamdulillah awesome","0"
"office school","0"
"please art","0"
"nahi spot on","0"
"bazar happiness","0"
"movie ghar","0"
"kyun office","0"
"spot on","0"
"dost which","0"
"all good yes","0"
"mohabbat shukriya","0"
"kyaa haal hai shabash","0"
"dost chai","0"
"goodbye nature","0"
"khuda hafiz sab theek","0"
"jeete raho excellent","0"
"so true happy birthday","0"
"pardon me love","0"
"love see you later","0"
"education behtareen","0"
"sorry jigri","0"
"have a good day movie","0"
"meherbani","0"
"see you later sorry","0"
"school jigri","0"
"zindabad joy","0"
"muzrat subhanallah","0"
"inshallah inshallah","0"
"kaisa chal raha hai nice to meet you","0"
"aaj brilliant","0"
"sab theek school","0"
"no problem phir milenge","0"
"nahi knowledge","0"
"great kafi","0"
"education","0"
"which kamal","0"
"art rotih","0"
"brilliant dost","0"
"kaisa chal raha hai bhai","0"
"interesting kuch nahi","0"
"chawal wonderful","0"
"music","0"
"yes bye","0"
"zabardast jigri","0"
"sab theek education","0"
"kese ho zindabad","0"
"interesting family","0"
"meherbani congratulations","0"
"nature bazar","0"
"great sab theek ho jayega","0"
"spot on when","0"
"zindabad aabad raho","0"
"behtareen beautiful","0"
"behtareen kese ho","0"
"love happiness","0"
"kyaa haal hai certainly","0"
"how bilkul","0"
"love excuse me","0"
"what mohabbat","0"
"khush raho certainly","0"
"keep it up raat","0"
"haan kuch nahi","0"
"shukriya smile","0"
"school jeete raho","0"
"i agree haan","0"
"raat wonderful","0"
"haan which","0"
"khoobsurat peace","0"
"water kuch nahi","0"
"certainly kafi","0"
"kuch nahi pardon me","0"
"parso bahut khoob","0"
"shabash ghar","0"
"fantastic kese ho","0"
"zabardast khana","0"
"which excellent","0"
"where pyaar","0"
"bohat ala aabad raho","0"
"you're welcome have a good day","0"
"nahi have a good day","0"
"definitely chawal","0"
"good morning where","0"
"why","0"
"assalamualaikum","0"
"maaf karna ghar","0"
"zindabad how","0"
"i love this college","0"
"shaam have a good day","0"
"peace book","0"
"mohabbat chai","0"
"aaj kya hua","0"
"theek inshallah","0"
"behtareen pardon me","0"
"that makes sense perhaps","0"
"bye wonderful","0"
"kya baat hai kyaa haal hai","0"
"acha muzrat","0"
"no problem sunshine","0"
"thanks mohabbat","0"
"please happiness","0"
"interesting good morning","0"
"learning zabardast","0"
"yaar hi","0"
"yaar khoobsurat","0"
"bhai","0"
"fikar na karo good job","0"
"kya hua","0"
"school phir milenge","0"
"cheers don't worry","0"
"kya baat hai chai","0"
"khuda hafiz kamal","0"
"koi masla nahi music","0"
"kaise shaam","0"
"food excuse me","0"
"behtareen rotih","0"
"interesting sure thing","0"
"beautiful koi masla nahi","0"
"fikar na karo","0"
"dua me yaad rakhna shaam","0"
"rotih which","0"
"pyaar","0"
"love please","0"
"khoobsurat","0"
"thank you well done","0"
"bohat ala allah hafiz","0"
"mohabbat don't worry","0"
"amazing","0"
"awesome jazakallah","0"
"phir milenge keep it up","0"
"jee khana","0"
"jee definitely","0"
"koi baat nahi amazing","0"
"behtareen happiness","0"
"keep it up bahut khoob","0"
"joy keep it up","0"
"love maybe","0"
"kya baat hai chawal","0"
"definitely sorry","0"
"zindabad fantastic","0"
"good evening sorry","0"
"amazing raat","0"
"good job chai","0"
"sab theek all good","0"
"happiness jigri","0"
"jee excellent","0"
"goodbye no","0"
"why kafi","0"
"kuch nahi so true","0"
"khana perhaps","0"
"happy birthday kuch nahi","0"
"i love this mashallah","0"
"when amazing","0"
"subah salam","0"
"rotih thank you","0"
"bhai who","0"
"who great","0"
"wonderful please","0"
"dua me yaad rakhna raat","0"
"kab cheers","0"
"peace kamal","0"
"shukriya kal","0"
"kahan spot on","0"
"great exactly","0"
"that makes sense i love this","0"
"how","0"
"ghar haan","0"
"pani how are you","0"
"kya baat hai who","0"
"jigri zabardast","0"
"hi perhaps","0"
"koi baat nahi sorry","0"
"kaun","0"
"aaj koi masla nahi","0"
"perhaps no","0"
"bazar bahut khoob","0"
"perhaps koi masla nahi","0"
"kamal dukan","0"
"spot on jigri","0"
"pani yes","0"
"pyaar definitely","0"
"koi baat nahi","0"
"how are you why","0"
"phir milenge that makes sense","0"
"kaun this is so cool","0"
"inshallah so true","0"
"theek shabash","0"
"good job","0"
"sab theek ho jayega music","0"
"pardon me jigri","0"
"rotih fikar na karo","0"
"school khush raho","0"
"maybe beautiful","0"
"so true music","0"
"beautiful dua me yaad rakhna","0"
"bohat ala kyun","0"
"hello alhamdulillah","0"
"bazar no problem","0"
"sab theek ho jayega khush raho","0"
"bye education","0"
"when","0"
"hello khoobsurat","0"
"parso excellent","0"
"certainly jazakallah","0"
"this is so cool yaar","0"
"rotih nature","0"
"sorry friend","0"
"zindabad music","0"
"dost kya hua","0"
"brilliant pardon me","0"
"chai learning","0"
"book cheers","0"
"sure thing rotih","0"
"water khush raho","0"
"acha please","0"
"khoobsurat aabad raho","0"
"love certainly","0"
"good evening which","0"
"kya baat hai phir milenge","0"
"my apologies aaj","0"
"school have a good day","0"
"jigri bye","0"
"subah please","0"
"hello bhai","0"
"kyaa haal hai meherbani","0"
"raat no","0"
"awesome","0"
"kal shaam","0"
"which yaar","0"
"my apologies book","0"
"jee koi masla nahi","0"
"how amazing","0"
"pyaar bilkul","0"
"how are you no problem","0"
"it's okay maaf karna","0"
"nice to meet you bilkul","0"
"good job zabardast","0"
"exactly movie","0"
"koi masla nahi pardon me","0"
"yaar excuse me","0"
"bohat ala that makes sense","0"
"dua me yaad rakhna education","0"
"this is so cool maybe","0"
"khana kahan","0"
"pani","0"
"sab theek shukriya","0"
"kaisa chal raha hai","0"
"khush raho bohat ala","0"
"interesting","0"
"joy education","0"
"koi masla nahi exactly","0"
"cheers subah","0"
"happy birthday","0"
"sab theek peace","0"
"friend have a good day","0"
"kya baat hai please","0"
"don't worry muzrat","0"
"khana jigri","0"
"cheers kahan","0"
"kafi pardon me","0"
"school you're welcome","0"
"shukriya pyaar","0"
"wonderful office","0"
"i agree chawal","0"
"salam goodbye","0"
"maaf karna where","0"
"beautiful why","0"
"allah hafiz dua me yaad rakhna","0"
"zabardast dua me yaad rakhna","0"
"chai kahan","0"
"haan bhai","0"
"dua me yaad rakhna have a good day","0"
"kese ho behtareen","0"
"kamal water","0"
"fantastic","0"
"game kya ho raha hai","0"
"kab friend","0"
"game bilkul","0"
"i agree knowledge","0"
"game","0"
"acha maaf karna","0"
"i love this raat","0"
"salam khana","0"
"i love this take care","0"
"exactly bohat ala","0"
"definitely art","0"
"who khana","0"
"brilliant","0"
"excellent mohabbat","0"
"shukriya","0"
"thanks wonderful","0"
"pardon me nahi","0"
"when koi baat nahi","0"
"that makes sense kal","0"
"no perhaps","0"
"that makes sense salam","0"
"that makes sense this is so cool","0"
"shabash book","0"
"why wonderful","0"
"why office","0"
"zindabad certainly","0"
"bazar kuch nahi","0"
"kyaa haal hai have a good day","0"
"college dost","0"
"pardon me good job","0"
"water kab","0"
"excellent which","0"
"thanks science","0"
"have a good day","0"
"kya hua chawal","0"
"science beautiful","0"
"that makes sense excuse me","0"
"food fantastic","0"
"dost i love this","0"
"kaise","0"
"good evening koi baat nahi","0"
"excellent parso","0"
"kafi so true","0"
"assalamualaikum certainly","0"
"please this is so cool","0"
"kafi dukan","0"
"peace how are you","0"
"inshallah happy birthday","0"
"khoobsurat it's okay","0"
"good evening when","0"
"fikar na karo please","0"
"art no problem","0"
"why how","0"
"kafi all good","0"
"school cheers","0"
"parso","0"
"i love this happy birthday","0"
"meherbani dost","0"
"shukriya nahi","0"
"kese ho alhamdulillah","0"
"how are you nice to meet you","0"
"art take care","0"
"khush raho inshallah","0"
"congratulations","0"
"interesting interesting","0"
"yaar take care","0"
"how zindabad","0"
"kaise thank you","0"
"thanks interesting","0"
"water beautiful","0"
"good morning great","0"
"nice to meet you nahi","0"
"game please","0"
"food","0"
"knowledge when","0"
"school no problem","0"
"bhai dua me yaad rakhna","0"
"good job good job","0"
"meherbani excuse me","0"
"college hello","0"
"dua me yaad rakhna exactly","0"
"yes perhaps","0"
"kal thanks","0"
"cheers sunshine","0"
"you're welcome khoobsurat","0"
"koi baat nahi fantastic","0"
"no","0"
"pyaar jeete raho","0"
"friend nature","0"
"how are you when","0"
"don't worry jeete raho","0"
"theek acha","0"
"bhai bohat ala","0"
"peace when","0"
"sure thing chai","0"
"sorry nahi","0"
"happy birthday that makes sense","0"
"muzrat which","0"
"shabash salam","0"
"sab theek exactly","0"
"who maaf karna","0"
"family kal","0"
"nice to meet you sab theek ho jayega","0"
"beautiful all good","0"
"food phir milenge","0"
"bye","0"
"amazing so true","0"
"have a good day joy","0"
"shukriya movie","0"
"amazing learning","0"
"smile sunshine","0"
"kab maaf karna","0"
"jazakallah chai","0"
"well done certainly","0"
"art smile","0"
"sunshine beautiful","0"
"excuse me perhaps","0"
"school","0"
"sab theek good evening","0"
"bye yes","0"
"why zabardast","0"
"congratulations nature","0"
"jeete raho kaise","0"
"ghar wonderful","0"
"bilkul hello","0"
"great good evening","0"
"jee","0"
"where so true","0"
"bhai good morning","0"
"learning happiness","0"
"how are you don't worry","0"
"education bohat ala","0"
"kuch nahi love","0"
"sorry kahan","0"
"acha salam","0"
"sorry bye","0"
"assalamualaikum maaf karna","0"
"certainly","0"
"sab theek pyaar","0"
"fantastic subah","0"
"goodbye hi","0"
"perhaps my apologies","0"
"learning","0"
"brilliant education","0"
"phir milenge thanks","0"
"why i agree","0"
"ghar bohat ala","0"
"music bilkul","0"
"learning movie","0"
"my apologies food","0"
"pyaar zabardast","0"
"cheers cheers","0"
"chawal theek","0"
"excuse me kyun","0"
"khoobsurat subah","0"
"don't worry aabad raho","0"
"jee phir milenge","0"
"dua me yaad rakhna happiness","0"
"definitely","0"
"no problem that makes sense","0"
"movie wonderful","0"
"joy brilliant","0"
"i love this dua me yaad rakhna","0"
"game kaise","0"
"khana hi","0"
"khuda hafiz kya ho raha hai","0"
"wonderful","0"
"aabad raho","0"
"sab theek ho jayega jigri","0"
"mohabbat","0"
"mashallah fikar na karo","0"
"mohabbat knowledge","0"
"cheers great","0"
"when subhanallah","0"
"maaf karna","0"
"theek fantastic","0"
"shaam","0"
"pani behtareen","0"
"learning kese ho","0"
"college","0"
"thanks","0"
"rotih school","0"
"movie","0"
"phir milenge smile","0"
"great hi","0"
"jeete raho well done","0"
"pani zabardast","0"
"knowledge sab theek","0"
"this is so cool dua me yaad rakhna","0"
"yes beautiful","0"
"kya hua allah hafiz","0"
"phir milenge yes","0"
"how kya hua","0"
"sab theek amazing","0"
"peace khoobsurat","0"
"see you later chai","0"
"jigri it's okay","0"
"hi shaam","0"
"fantastic no problem","0"
"chai chai","0"
"inshallah smile","0"
"school good job","0"
"game take care","0"
"hello who","0"
"muzrat fikar na karo","0"
"jazakallah khoobsurat","0"
"jeete raho subah","0"
"it's okay","0"
"i love this i love this","0"
"zindabad definitely","0"
"love kaun","0"
"awesome it's okay","0"
"jeete raho yaar","0"
"bazar it's okay","0"
"maybe bazar","0"
"acha sure thing","0"
"maybe learning","0"
"chawal","0"
"pani why","0"
"thanks keep it up","0"
"have a good day koi masla nahi","0"
"mohabbat acha","0"
"happiness aaj","0"
"knowledge bahut khoob","0"
"school pani","0"
"sunshine sorry","0"
"shaam love","0"
"goodbye pani","0"
"subhanallah food","0"
"it's okay thank you","0"
"bazar","0"
"bazar who","0"
"awesome book","0"
"brilliant how","0"
"allah hafiz sunshine","0"
"knowledge maybe","0"
"education kaise","0"
"which excuse me","0"
"game kab","0"
"nice to meet you","0"
"joy","0"
"kuch nahi brilliant","0"
"knowledge bohat ala","0"
"good evening khuda hafiz","0"
"thanks book","0"
"knowledge alhamdulillah","0"
"learning phir milenge","0"
"yes kaisa chal raha hai","0"
"kahan koi baat nahi","0"
"art it's okay","0"
"beautiful when","0"
"book sunshine","0"
"nature knowledge","0"
"kya baat hai","0"
"science jeete raho","0"
"dua me yaad rakhna awesome","0"
"school subhanallah","0"
"subah bhai","0"
"beautiful alhamdulillah","0"
"pyaar all good","0"
"thanks bhai","0"
"beautiful that makes sense","0"
"dost beautiful","0"
"congratulations koi masla nahi","0"
"koi masla nahi that makes sense","0"
"kyaa haal hai so true","0"
"exactly","0"
"sorry pardon me","0"
"kya ho raha hai when","0"
"koi baat nahi definitely","0"
"water","0"
"how kya ho raha hai","0"
"bahut khoob bahut khoob","0"
"exactly please","0"
"it's okay college","0"
"great kya hua","0"
"food kaun","0"
"parso thanks","0"
"excellent chai","0"
"peace","0"
"koi masla nahi sab theek","0"
"please kuch nahi","0"
"subhanallah hello","0"
"how bye","0"
"definitely pani","0"
"certainly bahut khoob","0"
"haan theek","0"
"joy mohabbat","0"
"no khoobsurat","0"
"family exactly","0"
"certainly water","0"
"koi masla nahi who","0"
"learning parso","0"
"kafi mohabbat","0"
"friend fantastic","0"
"music jeete raho","0"
"cheers sab theek","0"
"zabardast","0"
"it's okay nice to meet you","0"
"thank you allah hafiz","0"
"bahut khoob","0"
"hi aaj","0"
"pyaar game","0"
"science bazar","0"
"nice to meet you haan","0"
"kal this is so cool","0"
"food kahan","0"
"please smile","0"
"thanks hi","0"
"yes aabad raho","0"
"definitely ghar","0"
"sure thing khana","0"
"sure thing assalamualaikum","0"
"subah education","0"
"nice to meet you peace","0"
"salam sorry","0"
"bohat ala sunshine","0"
"movie shaam","0"
"kya hua perhaps","0"
"joy which","0"
"shabash","0"
"cheers bohat ala","0"
"parso congratulations","0"
"kaisa chal raha hai pyaar","0"
"cheers khuda hafiz","0"
"kese ho where","0"
"raat amazing","0"
"brilliant my apologies","0"
"chawal ghar","0"
"take care khush raho","0"
"fikar na karo dua me yaad rakhna","0"
"friend","0"
"yaar","0"
"bilkul college","0"
"don't worry subah","0"
"kuch nahi khush raho","0"
"shabash knowledge","0"
"music theek","0"
"khush raho sab theek","0"
"raat pani","0"
"bye thanks","0"
"yaar zabardast","0"
"all good peace","0"
"nahi take care","0"
"phir milenge mohabbat","0"
"kal khuda hafiz","0"
"mashallah subah","0"
"keep it up how","0"
"my apologies","0"
"college kahan","0"
"sorry theek","0"
"see you later happy birthday","0"
"nice to meet you subah","0"
"bazar that makes sense","0"
"you're welcome sab theek ho jayega","0"
"sab theek ho jayega spot on","0"
"aabad raho kahan","0"
"zindabad smile","0"
"which food","0"
"raat hi","0"
"dua me yaad rakhna nahi","0"
"knowledge muzrat","0"
"khana smile","0"
"good evening bohat ala","0"
"happy birthday jigri","0"
"which","0"
"spot on meherbani","0"
"sure thing good job","0"
"khoobsurat kyaa haal hai","0"
"fantastic interesting","0"
"haan khush raho","0"
"ghar good morning","0"
"kya ho raha hai haan","0"
"perhaps mohabbat","0"
"kese ho yaar","0"
"yes have a good day","0"
"please allah hafiz","0"
"khana kamal","0"
"shabash yes","0"
"excuse me food","0"
"no you're welcome","0"
"book khush raho","0"
"who thank you","0"
"pyaar subah","0"
"amazing aur sunao","0"
"chai good morning","0"
"no no problem","0"
"inshallah yaar","0"
"bahut khoob learning","0"
"my apologies family","0"
"nature kyaa haal hai","0"
"good evening perhaps","0"
"school sure thing","0"
"well done sunshine","0"
"goodbye","0"
"my apologies bhai","0"
"aaj kuch nahi","0"
"kya ho raha hai where","0"
"sab theek ho jayega well done","0"
"alhamdulillah education","0"
"i agree zindabad","0"
"brilliant this is so cool","0"
"certainly brilliant","0"
"smile alhamdulillah","0"
"it's okay beautiful","0"
"game office","0"
"i love this book","0"
"rotih","0"
"sunshine awesome","0"
"why where","0"
"zindabad pardon me","0"
"good job my apologies","0"
"ghar have a good day","0"
"assalamualaikum amazing","0"
"how i agree","0"
"bye you're welcome","0"
"kab subah","0"
"salam art","0"
"wonderful certainly","0"
"kaun college","0"
"college awesome","0"
"aaj dukan","0"
"knowledge no","0"
"joy thanks","0"
"yes pardon me","0"
"cheers","0"
"art chawal","0"
"allah hafiz kaise","0"
